link,title,description,thumbnail_link
https://vnexpress.net/ap-luc-bua-vay-ukraine-truoc-nguy-co-chien-su-keo-dai-4504454.html,Áp lực bủa vây Ukraine trước nguy cơ chiến sự kéo dài,"Nếu xung đột biến thành cuộc chiến tiêu hao kéo dài nhiều năm, Ukraine khó có thể cạnh tranh được với Nga về nguồn lực chiến trường.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/tau-chien-my-di-qua-eo-bien-dai-loan-4504773.html,Tàu chiến Mỹ đi qua eo biển Đài Loan,Hai tàu chiến Mỹ di chuyển qua eo biển Đài Loan lần đầu tiên từ sau chuyến thăm hòn đảo của Chủ tịch Hạ viện Nancy Pelosi hồi đầu tháng.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/dong-dat-o-quang-ngai-4504759.html,Động đất ở Quảng Ngãi,"Trận động đất mạnh 2,5 độ xảy ra ở xã Sơn Kỳ, huyện Sơn Hà, độ sâu chấn tiêu 10 km, sáng 28/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/quang-tri-cam-truong-hoc-giao-hoi-phu-huynh-van-dong-thu-tien-4504749.html,"Quảng Trị cấm trường học giao Hội phụ huynh vận động, thu tiền",,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/quang-hai-vao-san-khi-pau-thua-nguoc-4504698.html,Quang Hải vào sân khi Pau thua ngược,"PHÁPTiền vệ Nguyễn Quang Hải vào sân phút 73, khi Pau thua ngược chủ nhà Quevilly 1-2 ở vòng năm Ligue 2 tối 27/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/ten-hag-am-chi-ronaldo-co-the-roi-man-utd-4504743.html,Ten Hag ám chỉ Ronaldo có thể rời Man Utd,,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/vnexpress-marathon-nha-trang-trao-hon-mot-ty-dong-giai-thuong-4502294.html,VnExpress Marathon Nha Trang trao hơn một tỷ đồng giải thưởng,"KHÁNH HÒALễ trao giải diễn ra lúc 10h ngày 28/8, với nhiều giải thưởng lần đầu tiên xuất hiện tại hệ thống giải chạy VnExpress Marathon.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nganh-giai-tri-han-quoc-kiem-tien-ra-sao-4500935.html,Ngành giải trí Hàn Quốc kiếm tiền ra sao?,"Doanh thu của 4 công ty giải trí hàng đầu Hàn Quốc trong năm ngoái tăng mạnh, bằng một nửa GDP các ""thiên dường du lịch"" như Maldives, Fiji ...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/doanh-nghiep-viet-chi-hai-ty-usd-cho-dich-vu-thue-ngoai-4504640.html,Doanh nghiệp Việt chi hai tỷ USD cho dịch vụ thuê ngoài,Số tiền doanh nghiệp Việt Nam chi cho các dịch vụ thuê ngoài (outsourcing) năm ngoái khoảng 2 tỷ USD ...,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/huynh-nhu-nguoi-truyen-lua-cua-bong-da-nu-viet-nam-4504843.html,Huỳnh Như - người truyền lửa của bóng đá nữ Việt Nam,"Sau khi đoạt vô số danh hiệu trong nước và khu vực, tiền đạo Huỳnh Như chuẩn bị bước lên bậc thang mới trong sự ...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/ten-hag-am-chi-ronaldo-co-the-roi-man-utd-4504743.html,Ten Hag ám chỉ Ronaldo có thể rời Man Utd,ANHHLV Erik ten Hag thừa nhận tiền đạo Cristiano Ronaldo có thể chia tay Man Utd trước khi kỳ chuyển nhượng hè đóng cửa ngày 1/9.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nghe-si-thanh-hoa-song-ca-hoa-minzy-4504779.html,Nghệ sĩ Thanh Hoa song ca Hòa Minzy,"Nghệ sĩ Thanh Hoa, Hòa Minzy hát bài ""Tàu anh qua núi"" trong chương trình ""Giao lộ thời gian"", tối 27/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/thanh-duy-idol-khong-lay-chuyen-gioi-tinh-danh-bong-ban-than-4504424.html,Thanh Duy Idol: 'Không lấy chuyện giới tính đánh bóng bản thân',"Ca sĩ Thanh Duy Idol nói làm drag show để chia sẻ với khán giả về người phụ nữ bên trong anh, không PR ...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/thoat-canh-deo-tui-nuoc-tieu-suot-doi-nho-mo-nieu-dao-4504761.html,Thoát cảnh đeo túi nước tiểu suốt đời nhờ mổ niệu đạo,"TP HCMBốn năm ròng rã mang túi nước tiểu bên hông, chàng trai suy sụp, cảm thấy tương lai mờ mịt ở tuổi chưa ...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/suyt-chet-sau-chau-nhau-4504753.html,Suýt chết sau chầu nhậu,"LONG ANNgười đàn ông 44 tuổi bước một chân vào cửa tử sau khi uống khoảng một lít rượu, bị viêm tụy cấp biến chứng suy thận ...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/vi-sao-nhieu-nguoi-thich-trai-gai-hu-4504685.html,"Vì sao nhiều người thích trai, gái hư?",Gần một nửa phụ nữ (49%) thích đàn ông hư và khoảng 1/3 (35%) nam giới thừa nhận đã yêu một gái hư quyến rũ.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/cuoc-song-chat-vat-cua-gia-dinh-12-con-4504691.html,Cuộc sống chật vật của gia đình 12 con,"Trong căn phòng gần chục mét vuông, anh Công đang cố gắng dỗ dành bé gái đang quấy khóc, đứa con thứ 10, dù đã 2 tuổi nhưng chỉ ...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/ca-sau-an-thit-dong-loai-4504428.html,Cá sấu ăn thịt đồng loại,"MỸTammy Shaw, cư dân ở khu Port Charlotte chèo ván đứng trong công viên suối Silver ở Florida và chứng kiến cá sấu ăn thịt đồng loại.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/trung-quoc-ra-mat-may-tinh-luong-tu-truy-cap-tu-xa-4504721.html,Trung Quốc ra mắt máy tính lượng tử truy cập từ xa,Công ty công nghệ Baidu hôm 26/8 trình làng một máy tính lượng tử có thể truy cập bằng PC và điện thoại ...,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nhung-lop-hoc-cho-tre-tu-0-tuoi-o-trung-quoc-4504722.html,Những lớp học cho trẻ từ 0 tuổi ở Trung Quốc,"Tin vào triết lý ""mọi thành công trong đời phụ thuộc những năm đầu đời"", phụ huynh Trung Quốc đăng ký các lớp như dạy bò, thể dục, ngoại ngữ ...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/quang-tri-cam-truong-hoc-giao-hoi-phu-huynh-van-dong-thu-tien-4504749.html,"Quảng Trị cấm trường học giao Hội phụ huynh vận động, thu tiền",Sở Giáo dục và Đào tạo Quảng Trị yêu cầu các trường phổ thông không được giao Hội phụ huynh vận động ...,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/tim-lai-niem-tin-vao-tinh-yeu-sau-ly-hon-4504675.html,Tìm lại niềm tin vào tình yêu sau ly hôn,"Mất niềm tin vào mọi thứ sau khi kết thúc cuộc hôn nhân 10 năm, chị Như Ý luôn khắc nghiệt với mọi...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/trao-luu-nghi-huu-som-4504657.html,Trào lưu nghỉ hưu sớm,"Áp lực công việc, không muốn gắn cả cuộc đời ở văn phòng, thay đổi quan điểm từ Covid-19... là những...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bat-luc-vi-chong-qua-hien-4503963.html,'Bất lực vì chồng quá hiền',"20 năm hôn nhân, chị Thủy bất lực vì chồng luôn kìm nén ở chỗ làm do nhút nhát nhưng lại cục...",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/dong-dat-o-quang-ngai-4504759.html,Động đất ở Quảng Ngãi,"Trận động đất mạnh 2,5 độ xảy ra ở xã Sơn Kỳ, huyện Sơn Hà, độ sâu chấn tiêu 10 km, sáng 28/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/doi-ken-cong-an-bieu-dien-tren-pho-di-bo-nguyen-hue-4504701.html,Đội kèn công an biểu diễn trên phố đi bộ Nguyễn Huệ,"TP HCM85 nghệ sĩ thuộc đội kèn công an tham gia trình diễn tại phố đi bộ Nguyễn Huệ (quận 1) thu hút đông đảo người dân đến xem, tối 27/8.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/anh-noi-nga-tang-quan-khong-tac-dong-den-the-tran-o-ukraine-4504822.html,Anh nói Nga tăng quân không tác động đến thế trận ở Ukraine,"Bộ Quốc phòng Anh cho hay họ không biết Nga có thể tăng quy mô quân đội bằng cách nào, nhưng điều này cũng không ảnh hưởng đến chiến sự ở Ukraine.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/tau-chien-my-di-qua-eo-bien-dai-loan-4504773.html,Tàu chiến Mỹ đi qua eo biển Đài Loan,Hai tàu chiến Mỹ di chuyển qua eo biển Đài Loan lần đầu tiên từ sau chuyến thăm hòn đảo của Chủ tịch Hạ viện Nancy Pelosi hồi đầu tháng.,https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/cau-do-chat-doc-duoc-tam-vao-mon-an-nao-4504815.html,Câu đố: Chất độc được tẩm vào món ăn nào?,"Vụ đầu độc quy mô lớn xảy ra tại bữa tiệc, chỉ có ba vị khách sống sót, cảnh sát cần tìm hiểu món ăn nào có độc.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/an-mang-tu-cuoc-tinh-lam-lo-voi-voi-nam-phu-huynh-4504787.html,Án mạng từ cuộc tình lầm lỡ với với nam phụ huynh,"TRUNG QUỐCLý quen Chiến trong lúc đến nhà dạy phụ đạo cho con anh ta, song cuộc tình với người đàn ông đã ly hôn này không được gia đình cô ủng hộ.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/bon-trai-nghiem-moi-cho-chuyen-di-2-9-4503731.html,Bốn trải nghiệm mới cho chuyến đi 2/9,"Đi bụi trên nhà di động, đến biển vô cực, check in khu nghỉ mới… là các gợi ý kỳ nghỉ cho chuyến đi ngắn ngày dịp 2/9.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/di-gia-dinh-mua-toyota-vios-hay-honda-city-4504677.html,"Đi gia đình, mua Toyota Vios hay Honda City?","Nhà tôi ba người, ưu tiên không gian sử dụng, nhất là hàng ghế sau vì có trẻ nhỏ. (Đoàn Đức)",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/khi-ung-dung-chia-se-vi-tri-thanh-thuoc-do-tinh-ban-4504775.html,Khi ứng dụng chia sẻ vị trí thành thước đo tình bạn,"Khi nhận thông báo một người bạn ngừng chia sẻ vị trí trên iPhone với mình, Okoro cảm thấy như bị phản bội.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/nen-chon-viec-tam-bo-luong-cao-hay-viec-on-dinh-luong-thap-4504804.html,Nên chọn việc tạm bợ lương cao hay việc ổn định lương thấp,"Em là nữ, học lực khá, đang học thêm chứng chỉ TESOL và tìm kiếm công việc sau khi ra trường.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/ban-gai-quan-he-voi-tinh-cu-khi-gian-toi-4503030.html,Bạn gái quan hệ với tình cũ khi giận tôi,"Tôi và bạn gái từng yêu nhau say đắm, tôi cảm nhận em có thể làm mọi thứ, kể cả quay lưng với gia đình để đến bên tôi.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
https://vnexpress.net/chenh-venh-tuoi-29-4493192.html,Chênh vênh tuổi 29,"Tôi từng trải qua một mối tình, đang độc thân, vừa rời bỏ công việc văn phòng đã gắn bó hơn năm năm.",https://i1-giaitri.vnecdn.net/2022/08/28/tu-vi-3202-1661659734-16616740-1571-4571-1661674077.jpg?w=220&h=132&q=100&dpr=1&fit=crop&s=_FhM9UXLf5KQn6qR3gKnvw
